Match index	Player Name	Ping	Kills	Assists	Deaths	MVP	HSP	Score	Map	Duration	Wait time	Date	Match Score
0	vbraia	15	24	4	9	5	41	53	Competitive Overpass	Match Duration: 33:20	Wait Time: 01:34	2021-05-13 02:20:43 GMT	16:04
7	IMMA	12	18	4	7	5	27	45	Competitive Cache	Match Duration: 28:19	Wait Time: 00:13	2021-05-09 23:20:30 GMT	16:04
4	ELVIS	51	18	2	7	3	38	41	Competitive Cache	Match Duration: 46:14	Wait Time: 01:02	2021-05-10 23:07:10 GMT	13:16
1	Mr.R4L	28	17	4	11	2	29	41	Competitive Inferno	Match Duration: 40:25	Wait Time: 00:38	2021-05-12 00:09:23 GMT	16:08
8	Andre de Carli	5	10	6	9	0	30	30	Competitive Inferno	Match Duration: 27:00	Wait Time: 00:22	2021-05-09 22:50:06 GMT	16:01
5	TK	6	12	1	17	2	33	34	Competitive Inferno	Match Duration: 46:33	Wait Time: 00:40	2021-05-10 22:13:42 GMT	15:15
2	ptrsn	12	11	3	19	0	36	27	Competitive Dust II	Match Duration: 28:58	Wait Time: 02:15	2021-05-11 17:02:30 GMT	6:16
9	BURGATO	5	8	1	19	0	50	22	Competitive Mirage	Match Duration: 43:03	Wait Time: 00:15	2021-05-09 14:23:10 GMT	9:16
6	LeqDOIDO	26	8	0	19	0	12	20	Competitive Mirage	Match Duration: 40:19	Wait Time: 00:19	2021-05-10 00:00:30 GMT	16:12
3	tortugoxx	0	4	2	13	0	25	10	Competitive Mirage	Match Duration: 39:37	Wait Time: 01:01	2021-05-11 16:15:42 GMT	10:16
0	?	23	29	2	12	3	34	62	Competitive Overpass	Match Duration: 33:20	Wait Time: 01:34	2021-05-13 02:20:43 GMT	16:04
7	Fuck-A	43	18	8	11	3	44	54	Competitive Cache	Match Duration: 28:19	Wait Time: 00:13	2021-05-09 23:20:30 GMT	16:04
4	PAKO	21	22	5	17	3	22	51	Competitive Cache	Match Duration: 46:14	Wait Time: 01:02	2021-05-10 23:07:10 GMT	13:16
1	tortugoxx	26	22	5	13	4	22	49	Competitive Inferno	Match Duration: 40:25	Wait Time: 00:38	2021-05-12 00:09:23 GMT	16:08
8	Rusio Brejcha	15	13	0	14	3	53	30	Competitive Inferno	Match Duration: 27:00	Wait Time: 00:22	2021-05-09 22:50:06 GMT	16:01
5	Arrant	5	18	2	18	3	61	44	Competitive Inferno	Match Duration: 46:33	Wait Time: 00:40	2021-05-10 22:13:42 GMT	15:15
2	Luminis 60Hz TV	5	15	9	20	0	53	42	Competitive Dust II	Match Duration: 28:58	Wait Time: 02:15	2021-05-11 17:02:30 GMT	6:16
9	DEMONTETOâ€¢	8	13	5	21	2	23	40	Competitive Mirage	Match Duration: 43:03	Wait Time: 00:15	2021-05-09 14:23:10 GMT	9:16
6	go gochimp	17	11	0	23	0	18	23	Competitive Mirage	Match Duration: 40:19	Wait Time: 00:19	2021-05-10 00:00:30 GMT	16:12
3	choripansit0	5	10	1	22	0	20	21	Competitive Mirage	Match Duration: 39:37	Wait Time: 01:01	2021-05-11 16:15:42 GMT	10:16
0	MambeRoy	63	26	1	17	4	38	62	Competitive Overpass	Match Duration: 33:20	Wait Time: 01:34	2021-05-13 02:20:43 GMT	16:04
7	z1de	0	18	4	18	0	27	45	Competitive Cache	Match Duration: 28:19	Wait Time: 00:13	2021-05-09 23:20:30 GMT	16:04
4	TinyRick	23	12	6	19	0	16	30	Competitive Cache	Match Duration: 46:14	Wait Time: 01:02	2021-05-10 23:07:10 GMT	13:16
1	G :)	58	11	4	20	0	81	27	Competitive Inferno	Match Duration: 40:25	Wait Time: 00:38	2021-05-12 00:09:23 GMT	16:08
8	xPlusS	0	4	2	7	0	25	10	Competitive Inferno	Match Duration: 27:00	Wait Time: 00:22	2021-05-09 22:50:06 GMT	16:01
5	FOLINI	43	26	3	11	5	38	63	Competitive Inferno	Match Duration: 46:33	Wait Time: 00:40	2021-05-10 22:13:42 GMT	15:15
2	Lobo Estepario	34	18	7	11	5	50	57	Competitive Dust II	Match Duration: 28:58	Wait Time: 02:15	2021-05-11 17:02:30 GMT	6:16
9	psX ^ :)	56	17	1	15	5	47	41	Competitive Mirage	Match Duration: 43:03	Wait Time: 00:15	2021-05-09 14:23:10 GMT	9:16
6	ghelin	41	12	6	18	0	50	31	Competitive Mirage	Match Duration: 40:19	Wait Time: 00:19	2021-05-10 00:00:30 GMT	16:12
3	tortugoxx	5	8	2	16	0	25	27	Competitive Mirage	Match Duration: 39:37	Wait Time: 01:01	2021-05-11 16:15:42 GMT	10:16
0	babbage	15	26	6	19	2	76	67	Competitive Overpass	Match Duration: 33:20	Wait Time: 01:34	2021-05-13 02:20:43 GMT	16:04
7	PanxoBiceps	7	24	2	19	5	30	58	Competitive Cache	Match Duration: 28:19	Wait Time: 00:13	2021-05-09 23:20:30 GMT	16:04
4	tortugoxx	16	17	5	21	0	58	43	Competitive Cache	Match Duration: 46:14	Wait Time: 01:02	2021-05-10 23:07:10 GMT	13:16
1	P3NTHA	10	16	3	20	2	64	36	Competitive Inferno	Match Duration: 40:25	Wait Time: 00:38	2021-05-12 00:09:23 GMT	16:08
8	LoKo_Mvte	0	7	1	8	0	28	16	Competitive Inferno	Match Duration: 27:00	Wait Time: 00:22	2021-05-09 22:50:06 GMT	16:01
5	Goodbye Moonmen	13	24	2	16	6	20	55	Competitive Inferno	Match Duration: 46:33	Wait Time: 00:40	2021-05-10 22:13:42 GMT	15:15
2	Anduuuæ‚²ã—ã„	7	18	4	16	5	50	49	Competitive Dust II	Match Duration: 28:58	Wait Time: 02:15	2021-05-11 17:02:30 GMT	6:16
9	Pailongo	21	16	5	21	0	37	45	Competitive Mirage	Match Duration: 43:03	Wait Time: 00:15	2021-05-09 14:23:10 GMT	9:16
6	â™ªâ™ªvichosalas123â™ªâ™ª	6	14	6	20	0	21	39	Competitive Mirage	Match Duration: 40:19	Wait Time: 00:19	2021-05-10 00:00:30 GMT	16:12
3	cabellowsky	18	11	12	21	5	41	39	Competitive Mirage	Match Duration: 39:37	Wait Time: 01:01	2021-05-11 16:15:42 GMT	10:16
0	vini+	5	35	5	18	4	31	81	Competitive Overpass	Match Duration: 33:20	Wait Time: 01:34	2021-05-13 02:20:43 GMT	16:04
7	.maxz3ra Pika2fly	26	28	3	20	3	53	65	Competitive Cache	Match Duration: 28:19	Wait Time: 00:13	2021-05-09 23:20:30 GMT	16:04
4	Pelota	25	15	8	21	0	20	42	Competitive Cache	Match Duration: 46:14	Wait Time: 01:02	2021-05-10 23:07:10 GMT	13:16
1	OLLVRG	15	12	1	19	2	50	39	Competitive Inferno	Match Duration: 40:25	Wait Time: 00:38	2021-05-12 00:09:23 GMT	16:08
8	TheMau	14	15	4	22	3	31	36	Competitive Inferno	Match Duration: 27:00	Wait Time: 00:22	2021-05-09 22:50:06 GMT	16:01
5	ozky	37	22	5	21	5	36	55	Competitive Inferno	Match Duration: 46:33	Wait Time: 00:40	2021-05-10 22:13:42 GMT	15:15
2	PneuDaVala	11	18	5	21	3	22	53	Competitive Dust II	Match Duration: 28:58	Wait Time: 02:15	2021-05-11 17:02:30 GMT	6:16
9	tortugoxx	31	19	5	20	0	21	51	Competitive Mirage	Match Duration: 43:03	Wait Time: 00:15	2021-05-09 14:23:10 GMT	9:16
6	TioSAMx	25	21	5	24	3	19	50	Competitive Mirage	Match Duration: 40:19	Wait Time: 00:19	2021-05-10 00:00:30 GMT	16:12
3	rainha elizabeth segunda	25	19	2	20	4	21	49	Competitive Mirage	Match Duration: 39:37	Wait Time: 01:01	2021-05-11 16:15:42 GMT	10:16
0	Zukiiito KeyDrop.com	34	28	5	18	6	42	61	Competitive Overpass	Match Duration: 33:20	Wait Time: 01:34	2021-05-13 02:20:43 GMT	16:04
7	JACKcs KEYDROP	50	24	3	19	4	25	54	Competitive Cache	Match Duration: 28:19	Wait Time: 00:13	2021-05-09 23:20:30 GMT	16:04
4	tortugoxx	29	20	8	22	0	45	53	Competitive Cache	Match Duration: 46:14	Wait Time: 01:02	2021-05-10 23:07:10 GMT	13:16
1	Victoria Secret	28	22	3	22	3	54	47	Competitive Inferno	Match Duration: 40:25	Wait Time: 00:38	2021-05-12 00:09:23 GMT	16:08
8	Dariushhdraven	24	17	4	22	2	17	40	Competitive Inferno	Match Duration: 27:00	Wait Time: 00:22	2021-05-09 22:50:06 GMT	16:01
5	Â¿Â¨Â¨Que Miras PutoÂ¨Â¨?	5	28	0	20	2	50	58	Competitive Inferno	Match Duration: 46:33	Wait Time: 00:40	2021-05-10 22:13:42 GMT	15:15
2	try	31	19	6	22	3	42	51	Competitive Dust II	Match Duration: 28:58	Wait Time: 02:15	2021-05-11 17:02:30 GMT	6:16
9	Maht	33	20	2	22	4	40	49	Competitive Mirage	Match Duration: 43:03	Wait Time: 00:15	2021-05-09 14:23:10 GMT	9:16
6	â™¿	27	21	4	23	3	28	46	Competitive Mirage	Match Duration: 40:19	Wait Time: 00:19	2021-05-10 00:00:30 GMT	16:12
3	GastonR-	42	15	5	24	3	33	40	Competitive Mirage	Match Duration: 39:37	Wait Time: 01:01	2021-05-11 16:15:42 GMT	10:16
0	a la grande le puse cuca	46	35	5	20	8	34	76	Competitive Overpass	Match Duration: 33:20	Wait Time: 01:34	2021-05-13 02:20:43 GMT	16:04
7	IARKIN ILLICH JESUS	43	27	7	21	4	44	62	Competitive Cache	Match Duration: 28:19	Wait Time: 00:13	2021-05-09 23:20:30 GMT	16:04
4	Mr.Robot	50	19	3	19	2	26	47	Competitive Cache	Match Duration: 46:14	Wait Time: 01:02	2021-05-10 23:07:10 GMT	13:16
1	andiG	36	15	2	15	2	13	44	Competitive Inferno	Match Duration: 40:25	Wait Time: 00:38	2021-05-12 00:09:23 GMT	16:08
8	Buzzer.sweet	48	7	9	18	0	71	26	Competitive Inferno	Match Duration: 27:00	Wait Time: 00:22	2021-05-09 22:50:06 GMT	16:01
5	hopper	13	31	2	20	6	48	71	Competitive Inferno	Match Duration: 46:33	Wait Time: 00:40	2021-05-10 22:13:42 GMT	15:15
2	ðŸ˜…	11	19	2	22	0	42	46	Competitive Dust II	Match Duration: 28:58	Wait Time: 02:15	2021-05-11 17:02:30 GMT	6:16
9	Ì´ . #izoOk '	26	15	4	19	0	26	38	Competitive Mirage	Match Duration: 43:03	Wait Time: 00:15	2021-05-09 14:23:10 GMT	9:16
6	tortugoxx	29	14	2	21	2	42	36	Competitive Mirage	Match Duration: 40:19	Wait Time: 00:19	2021-05-10 00:00:30 GMT	16:12
3	Ch4pul1n	27	13	5	22	2	42	33	Competitive Mirage	Match Duration: 39:37	Wait Time: 01:01	2021-05-11 16:15:42 GMT	10:16
0	Dettoven	10	25	4	10	5	32	61	Competitive Overpass	Match Duration: 33:20	Wait Time: 01:34	2021-05-13 02:20:43 GMT	16:04
7	Wanakinsky	13	25	4	9	5	56	57	Competitive Cache	Match Duration: 28:19	Wait Time: 00:13	2021-05-09 23:20:30 GMT	16:04
4	Kober	32	15	1	11	2	33	39	Competitive Cache	Match Duration: 46:14	Wait Time: 01:02	2021-05-10 23:07:10 GMT	13:16
1	MODOBALDU Aladriel	12	14	5	10	3	28	35	Competitive Inferno	Match Duration: 40:25	Wait Time: 00:38	2021-05-12 00:09:23 GMT	16:08
8	tortugoxx	10	14	3	10	0	14	31	Competitive Inferno	Match Duration: 27:00	Wait Time: 00:22	2021-05-09 22:50:06 GMT	16:01
5	DGlooMM	24	14	2	18	0	28	36	Competitive Inferno	Match Duration: 46:33	Wait Time: 00:40	2021-05-10 22:13:42 GMT	15:15
2	gRiNgO!!! 8-Â°Â°	18	13	3	18	2	23	30	Competitive Dust II	Match Duration: 28:58	Wait Time: 02:15	2021-05-11 17:02:30 GMT	6:16
9	El luki	35	8	5	19	0	62	26	Competitive Mirage	Match Duration: 43:03	Wait Time: 00:15	2021-05-09 14:23:10 GMT	9:16
6	Oscilador	0	8	2	19	0	50	20	Competitive Mirage	Match Duration: 40:19	Wait Time: 00:19	2021-05-10 00:00:30 GMT	16:12
3	-Radium-	30	7	6	19	0	42	20	Competitive Mirage	Match Duration: 39:37	Wait Time: 01:01	2021-05-11 16:15:42 GMT	10:16
0	â˜…-Mapache Bailando-â˜…	25	21	5	9	5	47	47	Competitive Overpass	Match Duration: 33:20	Wait Time: 01:34	2021-05-13 02:20:43 GMT	16:04
7	tortugoxx	8	19	4	7	5	15	47	Competitive Cache	Match Duration: 28:19	Wait Time: 00:13	2021-05-09 23:20:30 GMT	16:04
4	RACIOCÃNIO RACIONAL	70	15	5	9	2	13	35	Competitive Cache	Match Duration: 46:14	Wait Time: 01:02	2021-05-10 23:07:10 GMT	13:16
1	R19.Monster	111	16	0	9	0	31	32	Competitive Inferno	Match Duration: 40:25	Wait Time: 00:38	2021-05-12 00:09:23 GMT	16:08
8	RELÃ‚MPAGO MARQUINNN	70	11	2	7	3	9	28	Competitive Inferno	Match Duration: 27:00	Wait Time: 00:22	2021-05-09 22:50:06 GMT	16:01
5	Raiden.- KeyDrop.com	16	10	1	16	0	60	26	Competitive Inferno	Match Duration: 46:33	Wait Time: 00:40	2021-05-10 22:13:42 GMT	15:15
2	[FOX]	14	11	1	17	0	9	25	Competitive Dust II	Match Duration: 28:58	Wait Time: 02:15	2021-05-11 17:02:30 GMT	6:16
9	PandaaaaA! '	12	9	4	17	0	22	22	Competitive Mirage	Match Duration: 43:03	Wait Time: 00:15	2021-05-09 14:23:10 GMT	9:16
6	Ocellus	24	5	6	16	0	40	16	Competitive Mirage	Match Duration: 40:19	Wait Time: 00:19	2021-05-10 00:00:30 GMT	16:12
3	Honey	11	5	4	17	0	66	14	Competitive Mirage	Match Duration: 39:37	Wait Time: 01:01	2021-05-11 16:15:42 GMT	10:16
0	S1mpraoBR	32	19	8	19	3	36	53	Competitive Overpass	Match Duration: 33:20	Wait Time: 01:34	2021-05-13 02:20:43 GMT	16:04
7	Pochoclo rabioso	13	21	1	20	3	42	44	Competitive Cache	Match Duration: 28:19	Wait Time: 00:13	2021-05-09 23:20:30 GMT	16:04
4	CheWhy	22	17	5	19	2	23	42	Competitive Cache	Match Duration: 46:14	Wait Time: 01:02	2021-05-10 23:07:10 GMT	13:16
1	8PiNBlaCk	2	13	7	19	0	23	33	Competitive Inferno	Match Duration: 40:25	Wait Time: 00:38	2021-05-12 00:09:23 GMT	16:08
8	jvpr2	0	9	2	14	0	33	20	Competitive Inferno	Match Duration: 27:00	Wait Time: 00:22	2021-05-09 22:50:06 GMT	16:01
5	â˜ AGIOTA â˜	39	28	3	11	6	28	73	Competitive Inferno	Match Duration: 46:33	Wait Time: 00:40	2021-05-10 22:13:42 GMT	15:15
2	UzVesKis	37	23	7	16	5	52	55	Competitive Dust II	Match Duration: 28:58	Wait Time: 02:15	2021-05-11 17:02:30 GMT	6:16
9	kia	46	18	6	19	3	44	46	Competitive Mirage	Match Duration: 43:03	Wait Time: 00:15	2021-05-09 14:23:10 GMT	9:16
6	tortugoxx	5	10	7	16	0	40	30	Competitive Mirage	Match Duration: 40:19	Wait Time: 00:19	2021-05-10 00:00:30 GMT	16:12
3	cloush	34	12	1	17	2	58	28	Competitive Mirage	Match Duration: 39:37	Wait Time: 01:01	2021-05-11 16:15:42 GMT	10:16
0	Mario Crack	62	24	5	21	0	41	56	Competitive Overpass	Match Duration: 33:20	Wait Time: 01:34	2021-05-13 02:20:43 GMT	16:04
7	Bielzin	56	23	2	17	2	30	56	Competitive Cache	Match Duration: 28:19	Wait Time: 00:13	2021-05-09 23:20:30 GMT	16:04
4	tortugoxx	5	22	4	16	4	31	53	Competitive Cache	Match Duration: 46:14	Wait Time: 01:02	2021-05-10 23:07:10 GMT	13:16
1	omnz	15	19	8	17	6	36	49	Competitive Inferno	Match Duration: 40:25	Wait Time: 00:38	2021-05-12 00:09:23 GMT	16:08
8	ilusionista	74	16	6	19	3	43	44	Competitive Inferno	Match Duration: 27:00	Wait Time: 00:22	2021-05-09 22:50:06 GMT	16:01
5	batata2208	59	31	4	22	3	54	69	Competitive Inferno	Match Duration: 46:33	Wait Time: 00:40	2021-05-10 22:13:42 GMT	15:15
2	aceituna	45	21	4	22	3	47	50	Competitive Dust II	Match Duration: 28:58	Wait Time: 02:15	2021-05-11 17:02:30 GMT	6:16
9	Fil Johnes KeyDrop.com	44	18	1	21	2	38	44	Competitive Mirage	Match Duration: 43:03	Wait Time: 00:15	2021-05-09 14:23:10 GMT	9:16
6	Macauli ðŸ‘‘	46	12	6	25	0	58	38	Competitive Mirage	Match Duration: 40:19	Wait Time: 00:19	2021-05-10 00:00:30 GMT	16:12
3	ger0zinn	0	8	1	14	3	25	27	Competitive Mirage	Match Duration: 39:37	Wait Time: 01:01	2021-05-11 16:15:42 GMT	10:16
0	tortugoxx	5	19	3	21	0	42	43	Competitive Overpass	Match Duration: 33:20	Wait Time: 01:34	2021-05-13 02:20:43 GMT	16:04
7	El Tirri De Rayo.-	0	16	2	20	2	25	38	Competitive Cache	Match Duration: 28:19	Wait Time: 00:13	2021-05-09 23:20:30 GMT	16:04
4	FrinteZza*	27	14	6	19	0	35	35	Competitive Cache	Match Duration: 46:14	Wait Time: 01:02	2021-05-10 23:07:10 GMT	13:16
1	Foguin	92	14	1	20	2	28	32	Competitive Inferno	Match Duration: 40:25	Wait Time: 00:38	2021-05-12 00:09:23 GMT	16:08
8	$SAFEMOON	31	15	1	21	4	33	31	Competitive Inferno	Match Duration: 27:00	Wait Time: 00:22	2021-05-09 22:50:06 GMT	16:01
5	chin0W	27	28	4	14	5	60	65	Competitive Inferno	Match Duration: 46:33	Wait Time: 00:40	2021-05-10 22:13:42 GMT	15:15
2	ÐœÑƒÐ½ÑŒÐ¸Ñ144HZ	29	24	2	17	4	33	57	Competitive Dust II	Match Duration: 28:58	Wait Time: 02:15	2021-05-11 17:02:30 GMT	6:16
9	feddd	63	21	4	17	2	52	46	Competitive Mirage	Match Duration: 43:03	Wait Time: 00:15	2021-05-09 14:23:10 GMT	9:16
6	Raktov-17	17	16	1	16	3	43	42	Competitive Mirage	Match Duration: 40:19	Wait Time: 00:19	2021-05-10 00:00:30 GMT	16:12
3	Challa0	34	12	3	14	2	50	31	Competitive Mirage	Match Duration: 39:37	Wait Time: 01:01	2021-05-11 16:15:42 GMT	10:16
0	shibi is my new love	73	21	4	19	2	42	55	Competitive Overpass	Match Duration: 33:20	Wait Time: 01:34	2021-05-13 02:20:43 GMT	16:04
7	GuidoZns :)	27	18	5	21	0	50	46	Competitive Cache	Match Duration: 28:19	Wait Time: 00:13	2021-05-09 23:20:30 GMT	16:04
4	ye	22	18	4	19	3	33	44	Competitive Cache	Match Duration: 46:14	Wait Time: 01:02	2021-05-10 23:07:10 GMT	13:16
1	Esk4	39	18	4	19	2	38	43	Competitive Inferno	Match Duration: 40:25	Wait Time: 00:38	2021-05-12 00:09:23 GMT	16:08
8	Sprite Con Keta	16	7	2	23	0	71	16	Competitive Inferno	Match Duration: 27:00	Wait Time: 00:22	2021-05-09 22:50:06 GMT	16:01
5	tortugoxx	5	31	6	18	2	32	74	Competitive Inferno	Match Duration: 46:33	Wait Time: 00:40	2021-05-10 22:13:42 GMT	15:15
2	jemmmm	14	23	6	16	4	17	58	Competitive Dust II	Match Duration: 28:58	Wait Time: 02:15	2021-05-11 17:02:30 GMT	6:16
9	LezKyâ­•âƒ¤	29	17	4	12	4	23	51	Competitive Mirage	Match Duration: 43:03	Wait Time: 00:15	2021-05-09 14:23:10 GMT	9:16
6	no soy un virus, soy un delfin	49	18	2	18	4	50	39	Competitive Mirage	Match Duration: 40:19	Wait Time: 00:19	2021-05-10 00:00:30 GMT	16:12
3	(:	7	12	8	18	2	50	36	Competitive Mirage	Match Duration: 39:37	Wait Time: 01:01	2021-05-11 16:15:42 GMT	10:16
0	ç´”ç²‹ãªã‚¹ã‚­ãƒ«	0	20	3	18	0	25	46	Competitive Overpass	Match Duration: 33:20	Wait Time: 01:34	2021-05-13 02:20:43 GMT	16:04
7	@@HACHITA@@ KeyDrop.com	31	15	7	17	2	40	40	Competitive Cache	Match Duration: 28:19	Wait Time: 00:13	2021-05-09 23:20:30 GMT	16:04
